Product,SKU,Date,Revenue,CMGR,Period,%Total Revenue,Average Revenue
DISCO CIOK ( GLUTEN FREE ),DISCCIAK,2014-09-04,33.0,16.331737959079405,21.0,0.0011918625217930707,120.03709832654123
DRIED APPLE ( CHEMICAL FREE ),MINNIESDRIEDAPPLE,2014-09-04,25.0,10.848541092397213,19.0,0.0009029261528735384,120.03709832654123
DRIED APRICOTS - 250G,DRIEDAPRICOTS,2014-09-04,15.0,10.285240209612411,29.0,0.0005417556917241231,120.03709832654123
DRIED BANANA (CHEMICAL FREE),DRIEDBANANA(CHEMICALFREE),2014-09-04,12.5,13.229362534053667,20.0,0.0004514630764367692,120.03709832654123
DRIED BAY LEAF ( CHEMICAL FREE ),ORGANICDRIEDBAYLEAF,2014-09-04,15.0,17.07799137227792,19.0,0.0005417556917241231,120.03709832654123
DRIED CHERRY (CHEMICAL FREE),DRIEDCHERRY(CHEMICALFREE),2014-09-04,25.0,16.96302562581713,20.0,0.0009029261528735384,120.03709832654123
DRIED CRANBERRY - 200G,DRIEDCRANBERRY,2014-09-04,262.5,12.741034655872463,21.0,0.009480724605172155,120.03709832654123
DRIED DATES ( CHEMICAL FREE ),ORGANICDRIEDDATES,2014-09-04,10.0,17.294683214113448,21.0,0.0003611704611494154,120.03709832654123
DRIED FRUIT MIX ( CHEMICAL FREE ),MINNIESDRIEDFRUITMIX,2014-09-04,80.0,14.045698345639423,21.0,0.002889363689195323,120.03709832654123
DRIED KIWI (CHEMICAL FREE),DRIEDKIWI,2014-09-04,60.0,7.965322389736285,21.0,0.0021670227668964923,120.03709832654123
DRIED PRUNE WITH PITS - 250G,DRIEDPRUNEWITHPITS,2014-09-04,48.0,12.230883161762684,30.0,0.0017336182135171939,120.03709832654123
DRIED STRAWBERRIS ( CHEMICAL FREE ),MINNIESDRIEDSTRAWBERRIS,2014-09-04,90.0,9.982098309073596,21.0,0.0032505341503447386,120.03709832654123
DRIED TOMATO (CHEMICAL FREE),DRIEDTOMATO(CHEMICALFREE),2014-09-04,15.0,12.988668820156125,20.0,0.0005417556917241231,120.03709832654123
DRIED TURKISH FIGS - 250G,DRIEDFIGS,2014-09-04,12.0,15.50475275517702,27.0,0.00043340455337929847,120.03709832654123
FENNEL  ( CHEMICAL FREE ),FENNELBALADI(100GR),2014-09-04,26.0,5.6467308549537965,20.0,0.00093904319898848,120.03709832654123
FINN CRISP 5 WHOLEGRAINS CRACKERS,6437005058448,2014-09-04,64.0,7.981364798322654,21.0,0.0023114909513562583,120.03709832654123
FINN CRISP ORIGINAL CRACKERS,6410500090014,2014-09-04,32.0,6.31585292035437,21.0,0.0011557454756781292,120.03709832654123
FISH MASALA,FISHMASALA,2014-09-04,11.4,3.9259226031843397,18.0,0.00041173432571033357,120.03709832654123
FLAX OIL,FLAXOIL,2014-09-04,69.0,15.170209018283076,23.0,0.002492076181930966,120.03709832654123
FLOUR & YEAST MIX ( GLUTEN FREE ),MIXITFLOURYEAST,2014-09-04,28.0,9.341750790086856,22.0,0.001011277291218363,120.03709832654123
FRESH GINGER ( IMPORTED ),IMPORTEDGINGER,2014-09-04,36.0,17.756053571038755,22.0,0.0013002136601378955,120.03709832654123
GARLIC ( CHEMICAL FREE ),EXPORTORGANICGARLIC,2014-09-04,14.0,8.731083049906218,21.0,0.0005056386456091816,120.03709832654123
GARLIC PASTE,GARLICPASTE,2014-09-04,20.0,5.695077339249011,21.0,0.0007223409222988308,120.03709832654123
GINGER GROUND,GINGERGROUND,2014-09-04,8.4,10.09242359573419,19.0,0.0003033831873655089,120.03709832654123
GINGER PASTE,GINGERPASTE,2014-09-04,40.0,13.48476125418967,23.0,0.0014446818445976615,120.03709832654123
GINGER SODA,OLDSTYLE(GINGERSODA),2014-09-04,56.0,11.029943674476673,21.0,0.002022554582436726,120.03709832654123
GOLDEN RAISINS - 250G,GOLDENRAISINS,2014-09-04,20.0,8.981722487967115,29.0,0.0007223409222988308,120.03709832654123
GRANOLA WITH FRUITS AND SEEDS  ( GLUTEN FREE ),ALARACRUNCHYOATSGFGRANOLA,2014-09-04,48.0,14.873018371713687,22.0,0.0017336182135171939,120.03709832654123
GREEN APPLES ( FRENCH ) -IMPORTED,GREENFRENCHAPPLES,2014-09-04,22.0,18.105742182504024,22.0,0.0007945750145287139,120.03709832654123
GREEN ICEBERG LETTUCE,GREENICEBERG,2014-09-04,35.0,18.237378564010132,24.0,0.001264096614022954,120.03709832654123
GUILTLESS OATMEAL COOKIE MIX,GUILTLESSOATMEALCOOKIEMIX,2014-09-04,45.0,3.9259226031843397,18.0,0.0016252670751723693,120.03709832654123
HAMBURGER (CHEMICAL FREE) - FROZEN,HAMBURGER(CHEMICALFREE)-FROZEN,2014-09-04,210.0,11.264692902963969,21.0,0.007584579684137723,120.03709832654123
HONEY BISCUITS ( GLUTEN FREE ),SCHARFROLLINIHONEYBISCUITS,2014-09-04,36.0,13.74426178561967,22.0,0.0013002136601378955,120.03709832654123
HONEY SPOON,HONEYSPOON,2014-09-04,3.0,10.624273129587536,44.0,0.00010835113834482462,120.03709832654123
ITALIAN BASIL,ITALIANBASIL,2014-09-04,35.0,9.474178494634033,44.0,0.001264096614022954,120.03709832654123
JOJOBA OIL,JOJOBAOIL,2014-09-04,106.0,9.7091281610175,21.0,0.0038284068881838033,120.03709832654123
KIWI,KIWI,2014-09-04,20.0,12.947789130522835,43.0,0.0007223409222988308,120.03709832654123
LEMON ( CHEMICAL FREE ),EXPORTORGANICLEMON,2014-09-04,22.0,17.1914856895135,22.0,0.0007945750145287139,120.03709832654123
LIME ( CHEMICAL FREE ),ORGANICLIME,2014-09-04,18.0,10.804420886138711,22.0,0.0006501068300689477,120.03709832654123
MANGO ALFONSE ( CHEMICAL FREE ),MANGOALFONSE(CHEMICALFREE),2014-09-04,29.0,13.972221369387828,19.0,0.0010473943373333046,120.03709832654123
MANGO ZEBDEYA ( CHEMICAL FREE ),MANGOZEBDEYA(CHEMICALFREE),2014-09-04,19.0,11.565791776154356,19.0,0.0006862238761838892,120.03709832654123
MARJORAM ( CHEMICAL FREE ),MARJORAM,2014-09-04,13.0,0.0,18.0,0.00046952159949424,120.03709832654123
MEAT TENDERISER,MEATTENDERISER,2014-09-04,13.0,11.515704181625065,22.0,0.00046952159949424,120.03709832654123
MELON,MELON,2014-09-04,42.0,13.463967642641217,39.0,0.0015169159368275445,120.03709832654123
MESCLUN,MESCLUN,2014-09-04,56.0,19.451072864871556,24.0,0.002022554582436726,120.03709832654123
MESTEMACHER PUMPERNICKEL,400446001018,2014-09-04,28.75,4.560391149552467,19.0,0.0010383650758045693,120.03709832654123
MILK THISTLE SEED POWDER,201810-53,2014-09-04,105.0,6.024210999017288,38.0,0.0037922898420688616,120.03709832654123
MOLOKHEYA (CHEMICAL FREE),MOLOKHEYA(CHEMICALFREE),2014-09-04,35.0,13.202697873798353,22.0,0.001264096614022954,120.03709832654123
MORINGA ( CHEMICAL FREE ),ORGANICFRESHMORINGA,2014-09-04,60.0,12.165564414733176,22.0,0.0021670227668964923,120.03709832654123
MORINGA LEAVES - DRIED ( ORGANIC ),DRIEDMORINGALEAVES,2014-09-04,25.0,1.712957819698624,21.0,0.0009029261528735384,120.03709832654123
MORINGA POWDER (ORGANIC ),MORINGAPOWDER,2014-09-04,100.0,8.68669042424839,22.0,0.003611704611494154,120.03709832654123
MUESLI WITH BRANBERRY AND STRAWBERRIES ( ORGANIC ),ALARAEVERYDAYBRANBERRYORG,2014-09-04,38.0,7.896333930139643,21.0,0.0013724477523677785,120.03709832654123
MUESLI WITH GOJI BERRIES AND CRANBERRIES ( GLUTEN FREE ),ALARAITGGFWITHGOJICRANBERRIESORG,2014-09-04,64.0,15.898620147008424,22.0,0.0023114909513562583,120.03709832654123
"MUESLI WITH QUINOA, AMARANTH, APPLE, SEEDS AND NUTS ( GLUTEN FREE )",ALARAITGACTIVEORG,2014-09-04,60.0,7.762773956647595,21.0,0.0021670227668964923,120.03709832654123
MUSHROOM,6224000090531,2014-09-04,90.0,15.637052109380623,22.0,0.0032505341503447386,120.03709832654123
NATURAL HOT CHOCOLATE WITH BANNANA AND MACA ( ORGANIC ),ORGANICNATURALHOTCHOCOLATEWITHBANNANAANDLUCUMA,2014-09-04,78.0,8.456445298884919,21.0,0.00281712959696544,120.03709832654123
NECTARINE,NECTARINE,2014-09-04,18.0,16.434644773953288,20.0,0.0006501068300689477,120.03709832654123
ORANGES,ORANGES,2014-09-04,36.0,11.756547559286235,39.0,0.0013002136601378955,120.03709832654123
OSOOL BEGAWI CHICKEN ( FROZEN ),CHEMICALFREECHICKEN,2014-09-04,703.0,18.425559597015795,22.0,0.0253902834188039,120.03709832654123
PAK CHOI,PAKCHOI,2014-09-04,52.0,16.60625442633674,22.0,0.00187808639797696,120.03709832654123
PEANUT BUTTER (HOME-MADE),HOMEMADEPEANUTBUTTER,2014-09-04,105.0,19.999364023491275,21.0,0.0037922898420688616,120.03709832654123
PEANUTS IN SHELL (CHEMICAL FREE),PEANUTSINSHELL(CHEMICALFREE),2014-09-04,10.0,2.048015364945277,20.0,0.0003611704611494154,120.03709832654123
PEARS ( AMERICAN ) - IMPORTED,IMPORTEDAFRICANPEARS,2014-09-04,34.0,15.131170961605477,22.0,0.0012279795679080124,120.03709832654123
PIMENTO (ALL SPICE),PIMENTO(ALLSPICE),2014-09-04,22.0,8.00597388923061,18.0,0.0007945750145287139,120.03709832654123
POTATOES ( CHEMICAL FREE ),EXPORTORGANICPOTATO,2014-09-04,72.0,18.644761092730143,22.0,0.002600427320275791,120.03709832654123
PSYLLIUM SEEDS - 300G,140168,2014-09-04,30.0,11.372465693605992,30.0,0.0010835113834482461,120.03709832654123
PUMPKIN SEEDS - 100G,130002,2014-09-04,108.0,15.208423317802676,23.0,0.0039006409804136864,120.03709832654123
PURE COCONUT MILK,COCONUTMILK,2014-09-04,150.0,13.58574136236259,19.0,0.0054175569172412305,120.03709832654123
PURPLE SUPERBERRY JUICE,NATURALSUPERBERRIESPURPLE,2014-09-04,28.0,11.712585127905385,19.0,0.001011277291218363,120.03709832654123
QUINOA ( WHITE ) - ORGANIC - 454G,106900,2014-09-04,820.0,17.14451831813266,22.0,0.029615977814252063,120.03709832654123
QUINOA (WHITE) - ORGANIC,QUINOA,2014-09-04,546.75,1.0055534029934643,19.0,0.019746994963344287,120.03709832654123
RASPBERRIES ( FROZEN ),ARDORASBERRIES,2014-09-04,260.0,14.032939208429829,20.0,0.0093904319898848,120.03709832654123
RAW ALMONDS - SHELLED - 250G,ALMONDSRAWSHELLED,2014-09-04,142.55,13.629828610095785,30.0,0.005148484923684917,120.03709832654123
RAW CASHEW NUT - 250G,CASHEWNUTRAW,2014-09-04,67.0,12.359234856497281,30.0,0.002419842089701083,120.03709832654123
RAW MILLED LINSEEDS (FLAX SEED MEAL ) - ORGANIC,ORGANICRAWMILLEDLINSEEDS(FLAXSEEDS),2014-09-04,168.0,16.428666819719684,22.0,0.006067663747310178,120.03709832654123
RAW PECAN - 250G,PECANRAW,2014-09-04,129.0,16.639367847346122,30.0,0.004659098948827459,120.03709832654123
RAW PISTACHIO - 250G,PISTACHIORAW,2014-09-04,116.0,9.151705782670883,29.0,0.0041895773493332185,120.03709832654123
RAW WALNUT - SHELLED - 250G,WALNUTSHELLEDRAW-KG,2014-09-04,41.5,11.69711445069359,30.0,0.001498857413770074,120.03709832654123
RED APPLES ( AMERICAN ),REDAMERICANAPPLES,2014-09-04,64.0,11.717044768712249,22.0,0.0023114909513562583,120.03709832654123
RED CABBAGE,REDCABBAGE,2014-09-04,10.0,8.125644633890694,36.0,0.0003611704611494154,120.03709832654123
RED CHILI PEPPER ( CHEMICAL FREE ),EXPORTORGANICREDCHILIPEPPER,2014-09-04,10.0,6.147067889934821,21.0,0.0003611704611494154,120.03709832654123
RED ENDIVE,6224000090913,2014-09-04,11.0,8.379838673436812,20.0,0.00039728750726435695,120.03709832654123
RED GRAPES - SEEDLESS(CHEMICAL FREE),REDGRAPES-SEEDLESS(CHEMICALFREE),2014-09-04,114.0,12.85061838581656,20.0,0.004117343257103335,120.03709832654123
RED ONION ( CHEMICAL FREE ),EXPORTORGANICONION,2014-09-04,20.0,11.37957915386938,21.0,0.0007223409222988308,120.03709832654123
RED PLUMS ( IMPORTED ),IMPORTEDREDPLUMS,2014-09-04,32.0,18.255380194601823,22.0,0.0011557454756781292,120.03709832654123
ROLAND WILD RICE,41224724204,2014-09-04,281.25,12.201845430196334,20.0,0.010157919219827307,120.03709832654123
ROQUETTE,ROQUETTE,2014-09-04,8.0,22.842217102967098,23.0,0.0002889363689195323,120.03709832654123
ROSEMARY,ROSEMARY,2014-09-04,20.0,10.255471229046552,38.0,0.0007223409222988308,120.03709832654123
SAGE,SAGE,2014-09-04,26.0,11.919479351056971,37.0,0.00093904319898848,120.03709832654123
SALAD FLOWERS,SALADFLOWERS,2014-09-04,44.0,8.97627650073245,38.0,0.0015891500290574278,120.03709832654123
SALAD SEASONING,SALADSEASONING,2014-09-04,16.0,15.6543304576382,21.0,0.0005778727378390646,120.03709832654123
SALMON STEAK ( FROZEN ),SALMONFRESH,2014-09-04,310.0,5.451179030315623,21.0,0.011196284295631877,120.03709832654123
SEA SALT ( POTUGESE ) - FINE GRIND - 453G,105390,2014-09-04,84.0,22.33880736700837,21.0,0.003033831873655089,120.03709832654123
SEA SALT GRINDER,SEASALTWITHGRINDER,2014-09-04,40.0,13.763866929002289,21.0,0.0014446818445976615,120.03709832654123
SEEDS SPROUTS,SEEDSSPROUTS,2014-09-04,14.0,10.796885179610216,23.0,0.0005056386456091816,120.03709832654123
SMOKED SALMON ( FROZEN ),SMOKEDSALMON,2014-09-04,57.0,11.408400777017969,21.0,0.0020586716285516675,120.03709832654123
SNACK TUBES ( DOUBLE ),SNACKTUBES(DOUBLE),2014-09-04,70.0,0.0,18.0,0.002528193228045908,120.03709832654123
SOY MILK (ORGANIC) - UNSWEETENED,SOYMILK(ORGANIC)-UNSWEETENED,2014-09-04,27.0,3.1129933373231555,20.0,0.0009751602451034216,120.03709832654123
SOY MILK (VANILLA),SOYMILK(VANILLA),2014-09-04,29.0,3.7155044446191887,19.0,0.0010473943373333046,120.03709832654123
SOYA CHOCOLATE FLAVOUR ( ORGANIC ),SOYACHOCOLATEFLAVOUR,2014-09-04,27.0,8.906755879445228,21.0,0.0009751602451034216,120.03709832654123
SPANISH EXTRA VIRGIN OLIVE OIL ( ORGANIC ) - 473G,104340,2014-09-04,85.0,9.88928027655247,19.0,0.003069948919770031,120.03709832654123
SPEARMINT ( CHEMICAL FREE ),SPEARMINT,2014-09-04,12.5,0.0,18.0,0.0004514630764367692,120.03709832654123
SPRING ONION ( CHEMICAL FREE ),EXPORTORGANICSPRINGONION,2014-09-04,36.0,10.47594799453666,21.0,0.0013002136601378955,120.03709832654123
SPROUTS,SPROUTS,2014-09-04,13.0,15.661215995798727,23.0,0.00046952159949424,120.03709832654123
SUCRINE LETTUCE,SUCRINELETTUCE,2014-09-04,38.0,7.400450323544816,44.0,0.0013724477523677785,120.03709832654123
SWEET ALMOND OIL,SWEETALMONDOIL,2014-09-04,40.0,8.906755879445228,21.0,0.0014446818445976615,120.03709832654123
SWEET ALMOND OIL AND ROSE OIL,SWEETALMONDOILANDROSEOIL,2014-09-04,45.0,3.5264923841377582,20.0,0.0016252670751723693,120.03709832654123
SWEET ORANGES,SWEETORANGES,2014-09-04,5.0,14.391659031140147,22.0,0.0001805852305747077,120.03709832654123
SWEET PEACH,PEACH,2014-09-04,8.0,7.810392135425626,20.0,0.0002889363689195323,120.03709832654123
SWEET PINEAPPLES,SWEETPINEAPPLES,2014-09-04,128.0,12.751198109341889,22.0,0.004622981902712517,120.03709832654123
SWEET POTATOES ( CHEMICAL FREE ),SWEETPOTATOES(CHEMICALFREE),2014-09-04,44.0,15.68109602174661,21.0,0.0015891500290574278,120.03709832654123
TOAST ( GLUTEN FREE ),PANBLANCO,2014-09-04,25.0,13.763866929002289,21.0,0.0009029261528735384,120.03709832654123
TOMATO ( CHEMICAL FREE ),ORGANICTOMATO,2014-09-04,49.0,21.249284774726853,22.0,0.0017697352596321354,120.03709832654123
TOMATOES ON ROOTS ( CHEMICAL FREE ),EXPORTORGANICCLUSTOMATO,2014-09-04,60.0,14.587627363860012,22.0,0.0021670227668964923,120.03709832654123
TOP SIDE STEAK (CHEMICAL FREE) - FROZEN,TOPSIDESTEAK(CHEMICALFREE)-FROZEN,2014-09-04,50.0,11.934840842801808,21.0,0.001805852305747077,120.03709832654123
TORTILLAS (WHOLE GRAIN),TORTILLAS(WHOLEGRAIN),2014-09-04,62.0,9.88928027655247,19.0,0.0022392568591263753,120.03709832654123
WATER MELON (YELLOW),WATERMELON(YELLOW),2014-09-04,24.0,9.595822638521723,20.0,0.0008668091067585969,120.03709832654123
WHEAT GERM MIRACLE,WHEATGERMMIRACLE,2014-09-04,102.0,8.490766629264757,36.0,0.003683938703724037,120.03709832654123
WHITE GRAPES ( CHEMICAL FREE ),WHITEGRAPES(CHEMICALFREE),2014-09-04,13.0,6.7730566096640965,21.0,0.00046952159949424,120.03709832654123
WHOLE CHICKEN - 1KG,WHOLECHICKEN,2014-09-04,288.0,15.36425548658693,30.0,0.010401709281103164,120.03709832654123
WHOLE MEAL FLOUR,WHOLEMEALFLOUR,2014-09-04,18.0,13.907191385629169,25.0,0.0006501068300689477,120.03709832654123
WHOLESOME PANCAKE MIX,WHOLESOMEPANCAKEMIX,2014-09-04,70.0,11.029943674476673,21.0,0.002528193228045908,120.03709832654123
ZUCCHINI ( CHEMICAL FREE ),ORGANICZUCCHINI,2014-09-04,14.0,24.496038175586122,22.0,0.0005056386456091816,120.03709832654123
ZUCCHINI ( CHEMICAL FREE ),ZUCCHINI,2014-09-04,6.0,0.0,18.0,0.00021670227668964923,120.03709832654123
ALMOND BUTTER (HOME-MADE),ALMONDBUTTER(HOME-MADE),2014-09-11,600.0,21.90136542044754,21.0,0.021670227668964922,120.03709832654123
ALMOND MILK ( ORIGINAL ),ALMONDMILK(ORIGINAL),2014-09-11,30.0,7.6277438477931,19.0,0.0010835113834482461,120.03709832654123
APPLE CIDER VINEGAR ( ORGANIC ) - 473G,103480,2014-09-11,114.0,13.606940295388114,21.0,0.004117343257103335,120.03709832654123
APPRICOT,APPRICOT,2014-09-11,11.25,11.695690692452931,20.0,0.00040631676879309233,120.03709832654123
ARUGULA ( CHEMICAL FREE ),ARUGULA(CHEMICALFREE),2014-09-11,12.0,3.102982189393444,18.0,0.00043340455337929847,120.03709832654123
AUBERGENE (ROUMY),AUBERGENE(ROUMY),2014-09-11,3.0,8.145523354656214,22.0,0.00010835113834482462,120.03709832654123
AUBERGENE (ROUMY) - CHEMICAL FREE,AUBERGENE(ROUMY)-CHEMICALFREE,2014-09-11,45.0,16.844729069573884,20.0,0.0016252670751723693,120.03709832654123
AVOCADOES ( IMPORTED ),IMPORTEDAVOCADOES,2014-09-11,162.0,19.213271757617534,22.0,0.0058509614706205295,120.03709832654123
BABY BLACK AUBERGENE,BABYBLACKAUBERGENE,2014-09-11,10.0,6.815717047720193,19.0,0.0003611704611494154,120.03709832654123
BABY BLACK AUBERGINE (ROUND),BABYBLACKAUBERGENE(ROUND),2014-09-11,20.0,17.539790176158434,22.0,0.0007223409222988308,120.03709832654123
BABY SPINACH,BABYSPINACH,2014-09-11,154.0,32.68302318585563,23.0,0.005562025101700997,120.03709832654123
BALADY BREAD (WHOLE GRAIN),BALADIBREAD,2014-09-11,50.0,11.481099073666767,21.0,0.001805852305747077,120.03709832654123
BALADY RAW HONEY,HONEY,2014-09-11,24.0,10.466636872174305,21.0,0.0008668091067585969,120.03709832654123
BANANAS ( IMPORTED ),IMPORTEDBANANAS,2014-09-11,108.0,15.90630547844032,22.0,0.0039006409804136864,120.03709832654123
BASMATI BROWN RICE ( ORGANIC ) - 907G,40152EF,2014-09-11,42.0,9.80163405220662,21.0,0.0015169159368275445,120.03709832654123
BEDOUIN BEIT KALAWI ( CHEMICAL FREE ),BEDOUINBEITKALAWI(CHEMICALFREE),2014-09-11,60.0,10.46650785974952,18.0,0.0021670227668964923,120.03709832654123
BEE POLLEN DUST ( EGYPTIAN ) - 300G,140063,2014-09-11,74.0,11.588399250774838,21.0,0.002672661412505674,120.03709832654123
BEEF CUBES (CHEMICAL FREE) - FROZEN,BEEFCUBES(CHEMICALFREE)-FROZEN,2014-09-11,98.0,9.796032608979965,21.0,0.0035394705192642708,120.03709832654123
BEEF ESCALOPE (CHEMICAL FREE) - FROZEN,BEEFESCALOPE(CHEMICALFREE)-FROZEN,2014-09-11,98.0,18.824016265024703,22.0,0.0035394705192642708,120.03709832654123
BEEF FILLET (CHEMICAL FREE) - FROZEN,BEEFFILLET(CHEMICALFREE)-FROZEN,2014-09-11,630.0,17.530976562792944,22.0,0.02275373905241317,120.03709832654123
BEEF LIVER ( CHEMICAL FREE ) - FROZEN,BEEFLIVER(CHEMICALFREE)-FROZEN,2014-09-11,110.0,8.715028513505295,18.0,0.003972875072643569,120.03709832654123
BEEF MINCE (CHEMICAL FREE) - FROZEN,BEEFMINCE(CHEMICALFREE)-FROZEN,2014-09-11,630.0,19.725667943519532,22.0,0.02275373905241317,120.03709832654123
BEEF STRIPS (CHEMICAL FREE) - FROZEN,BEEFSTRIPS(CHEMICALFREE)-FROZEN,2014-09-11,94.0,13.832021057350774,22.0,0.0033950023348045047,120.03709832654123
BEETROOT,BEETROOT,2014-09-11,76.0,15.157885056140351,22.0,0.002744895504735557,120.03709832654123
BEGAWI EGGS ( CHEMICAL FREE ),BEGAWIEGGS(CHEMICALFREE),2014-09-11,200.0,22.18311271233384,19.0,0.007223409222988308,120.03709832654123
BENCH PRESS OATS WITH APPLE AND CINNAMON ( WITH WHEY PROTEIN ),OOMFAPPLEPOTS,2014-09-11,60.0,13.923734282070255,22.0,0.0021670227668964923,120.03709832654123
BERRY MIX ( FROZEN ),ARDOFRUITBERRIESMIX,2014-09-11,196.0,11.149159494786698,21.0,0.0070789410385285415,120.03709832654123
BLACKBERRIES ( FROZEN ),ARDOBLACKBERRIES,2014-09-11,76.0,9.322652345656547,21.0,0.002744895504735557,120.03709832654123
BRAIN BOOSTER SEED MIX (MILLED),MIXEDSEEDS(MILLED),2014-09-11,35.0,16.565108387196915,21.0,0.001264096614022954,120.03709832654123
BREADSTICKS ( GLUTEN FREE ),GRISSINIBREADSTICKS,2014-09-11,88.0,20.10282709223079,20.0,0.0031783000581148556,120.03709832654123
BROWN RICE ( EGYPTIAN ) - 750G,PREMIUMBROWNRICE,2014-09-11,63.0,29.50013249617318,22.0,0.002275373905241317,120.03709832654123
BROWN RICE PENNE ( AMERICAN ) - GLUTEN FREE - ORGANIC - 340G,00610-2,2014-09-11,637.0,14.500120438976127,22.0,0.02300655837521776,120.03709832654123
BROWN RICE ROTINI ( AMERICAN ) - GLUTEN FREE - ORGANIC - 284G,00630-0,2014-09-11,98.0,17.225842018157866,22.0,0.0035394705192642708,120.03709832654123
BROWN RICE SPAGHETTI ( AMERICAN )  - GLUTEN FREE - ORGANIC - 284G,00620-1,2014-09-11,196.0,19.35128371696202,22.0,0.0070789410385285415,120.03709832654123
CAMEL MILK (FROZEN),CAMELMILK,2014-09-11,39.0,11.695562026907202,21.0,0.00140856479848272,120.03709832654123
CARROT ( CHEMICAL FREE ),CARROT(CHEMICALFREE),2014-09-11,14.0,1.8868708060818307,18.0,0.0005056386456091816,120.03709832654123
CARROTS ( CHEMICAL FREE ),ORGANICYELLOWCARROT,2014-09-11,143.0,10.361808032790565,21.0,0.0051647375944366405,120.03709832654123
CHERRY TOMATOES ( CHEMICAL FREE ),CHERRYTOMATOES(CHEMICALFREE),2014-09-11,8.0,0.0,18.0,0.0002889363689195323,120.03709832654123
CHERRY TOMATOES ( CHEMICAL FREE ),ORGANICCHERRYTOMATO,2014-09-11,39.0,23.870880969928244,22.0,0.00140856479848272,120.03709832654123
CHIA SEEDS,039978003393,2014-09-11,187.44,7.681779759940288,21.0,0.006769779123784642,120.03709832654123
CHICKEN BREASTS - 1KG,CHICKENBREASTS,2014-09-11,840.0,23.63412587636362,30.0,0.030338318736550893,120.03709832654123
COCONUT OIL (ORGANIC) - FOR COOKING,COCONUTOIL(ORGANIC)-FORCOOKING,2014-09-11,750.0,11.626051745425503,19.0,0.027087784586206153,120.03709832654123
COLORED BELL PEPPER ( CHEMICAL FREE ),EXPORTORGANICCOLOREDBILLPEPPER,2014-09-11,96.0,17.590443340817565,22.0,0.0034672364270343877,120.03709832654123
COOKIES WITH WHEAT GERM,COOKIES,2014-09-11,57.0,23.55839005057505,22.0,0.0020586716285516675,120.03709832654123
CORIANDER ( CHMEICAL FREE ),CORIANDER(CHMEICALFREE),2014-09-11,8.0,3.9259226031843397,18.0,0.0002889363689195323,120.03709832654123
CUCUMBER ( CHEMICAL FREE ),ORGANICCUCUMBER,2014-09-11,133.0,17.351791300348363,22.0,0.004803567133287225,120.03709832654123
CURLY FRISE LETTUCE,CURLYFRISEE,2014-09-11,32.5,10.952256929894277,22.0,0.0011738039987356,120.03709832654123
DATE HAYANI,DATEHAYANI,2014-09-11,7.5,3.9259226031843397,18.0,0.00027087784586206153,120.03709832654123
DATE ZAGHLOOL,DATEZAGHLOOL,2014-09-11,7.5,1.6110738047837136,18.0,0.00027087784586206153,120.03709832654123
DRIED APRICOTS ( CHEMICAL FREE ),ORGANICDRIEDAPRICOTS,2014-09-11,60.0,19.45474408568506,20.0,0.0021670227668964923,120.03709832654123
DRIED APRICOTS - 250G,DRIEDAPRICOTS,2014-09-11,15.0,10.285240209612411,29.0,0.0005417556917241231,120.03709832654123
DRIED BANANA (CHEMICAL FREE),DRIEDBANANA(CHEMICALFREE),2014-09-11,50.0,13.229362534053667,20.0,0.001805852305747077,120.03709832654123
DRIED CHERRY (CHEMICAL FREE),DRIEDCHERRY(CHEMICALFREE),2014-09-11,100.0,16.96302562581713,20.0,0.003611704611494154,120.03709832654123
DRIED CRANBERRY - 200G,DRIEDCRANBERRY,2014-09-11,52.5,12.741034655872463,21.0,0.0018961449210344308,120.03709832654123
DRIED DATES ( CHEMICAL FREE ),ORGANICDRIEDDATES,2014-09-11,20.0,17.294683214113448,21.0,0.0007223409222988308,120.03709832654123
DRIED FIGS ( CHEMICAL FREE ),DRIEDFIGS(CHEMICALFREE),2014-09-11,30.0,0.0,18.0,0.0010835113834482461,120.03709832654123
DRIED MANGO (CHEMICAL FREE),MINNIESDRIEDMANGO,2014-09-11,60.0,13.432524291915037,18.0,0.0021670227668964923,120.03709832654123
DRIED SOUP MIX (CHEMICAL FREE),DRIEDSOUPMIX(CHEMICALFREE),2014-09-11,15.0,8.711182383613147,19.0,0.0005417556917241231,120.03709832654123
DRIED TOMATO (CHEMICAL FREE),DRIEDTOMATO(CHEMICALFREE),2014-09-11,15.0,12.988668820156125,20.0,0.0005417556917241231,120.03709832654123
ENDIVE,WHITE,2014-09-11,33.0,9.892607040253566,21.0,0.0011918625217930707,120.03709832654123
EXTRA VIRGIN OLIVE OIL 1L,EXTRAVIRGINOLIVEOIL1L,2014-09-11,88.0,7.965322389736285,21.0,0.0031783000581148556,120.03709832654123
FINN CRISP 5 WHOLEGRAINS CRACKERS,6437005058448,2014-09-11,64.0,7.981364798322654,21.0,0.0023114909513562583,120.03709832654123
FLAX SEEDS ( EGYPTIAN ) - 250G,140166,2014-09-11,20.0,19.826343984896045,22.0,0.0007223409222988308,120.03709832654123
FLOUR & YEAST MIX ( GLUTEN FREE ),MIXITFLOURYEAST,2014-09-11,56.0,9.341750790086856,22.0,0.002022554582436726,120.03709832654123
FRESH GINGER ( IMPORTED ),IMPORTEDGINGER,2014-09-11,51.0,17.756053571038755,22.0,0.0018419693518620184,120.03709832654123
